"date","sample_label","analysis","ppm_calculated","flag","mean","sd","cv"
2024-03-08,"_001","Fe2",0.06,"below detection",0.0433333333333333,0.0288675134594813,66.6173387526491
2024-03-08,"_001","Fe2",0.06,"below detection",0.0433333333333333,0.0288675134594813,66.6173387526491
2024-03-08,"_001","Fe2",0.01,"below detection",0.0433333333333333,0.0288675134594813,66.6173387526491
2024-03-08,"_002","Fe2",0.01,"below detection",0.01,0,0
2024-03-08,"_002","Fe2",0.01,"below detection",0.01,0,0
2024-03-08,"_002","Fe2",0.01,"below detection",0.01,0,0
2024-03-08,"_003","Fe2",2.03,"below detection",2.03,0.05,2.46305418719212
2024-03-08,"_003","Fe2",2.08,"below detection",2.03,0.05,2.46305418719212
2024-03-08,"_003","Fe2",1.98,"below detection",2.03,0.05,2.46305418719212
2024-03-08,"_004","Fe2",2.14,"below detection",2.08333333333333,0.0550757054728612,2.64363386269734
2024-03-08,"_004","Fe2",2.03,"below detection",2.08333333333333,0.0550757054728612,2.64363386269734
2024-03-08,"_004","Fe2",2.08,"below detection",2.08333333333333,0.0550757054728612,2.64363386269734
2024-03-08,"_005","Fe2",2.14,"below detection",2.1,0.0346410161513776,1.64957219768465
2024-03-08,"_005","Fe2",2.08,"below detection",2.1,0.0346410161513776,1.64957219768465
2024-03-08,"_005","Fe2",2.08,"below detection",2.1,0.0346410161513776,1.64957219768465
2024-03-08,"_006","Fe2",1.98,"below detection",1.98,0.16,8.08080808080808
2024-03-08,"_006","Fe2",2.14,"below detection",1.98,0.16,8.08080808080808
2024-03-08,"_006","Fe2",1.82,"below detection",1.98,0.16,8.08080808080808
2024-03-08,"_007","Fe2",2.19,"below detection",1.99666666666667,0.185562208796224,9.29359977276579
2024-03-08,"_007","Fe2",1.98,"below detection",1.99666666666667,0.185562208796224,9.29359977276579
2024-03-08,"_007","Fe2",1.82,"below detection",1.99666666666667,0.185562208796224,9.29359977276579
2024-03-08,"_008","Fe2",1.71,"below detection",1.69333333333333,0.0288675134594813,1.7047744168985
2024-03-08,"_008","Fe2",1.71,"below detection",1.69333333333333,0.0288675134594813,1.7047744168985
2024-03-08,"_008","Fe2",1.66,"below detection",1.69333333333333,0.0288675134594813,1.7047744168985
2024-03-08,"_009","Fe2",1.18,"below detection",1.14333333333333,0.109696551146029,9.59445053755354
2024-03-08,"_009","Fe2",1.23,"below detection",1.14333333333333,0.109696551146029,9.59445053755354
2024-03-08,"_009","Fe2",1.02,"below detection",1.14333333333333,0.109696551146029,9.59445053755354
2024-03-08,"_010","Fe2",0.01,"below detection",0.01,,
2024-03-08,"_011","Fe2",2.72,"below detection",2.295,0.601040764008565,26.1891400439462
2024-03-08,"_011","Fe2",1.87,"below detection",2.295,0.601040764008565,26.1891400439462
2024-03-08,"_012","Fe2",2.08,"below detection",2.02666666666667,0.0923760430703402,4.55802844097073
2024-03-08,"_012","Fe2",1.92,"below detection",2.02666666666667,0.0923760430703402,4.55802844097073
2024-03-08,"_012","Fe2",2.08,"below detection",2.02666666666667,0.0923760430703402,4.55802844097073
2024-03-08,"_013","Fe2",2.08,"below detection",2.03,0.05,2.46305418719212
2024-03-08,"_013","Fe2",1.98,"below detection",2.03,0.05,2.46305418719212
2024-03-08,"_013","Fe2",2.03,"below detection",2.03,0.05,2.46305418719212
2024-03-08,"_014","Fe2",1.82,"below detection",1.78333333333333,0.158219257150744,8.87210787761182
2024-03-08,"_014","Fe2",1.92,"below detection",1.78333333333333,0.158219257150744,8.87210787761182
2024-03-08,"_014","Fe2",1.61,"below detection",1.78333333333333,0.158219257150744,8.87210787761182
2024-03-08,"_015","Fe2",1.77,"below detection",1.87333333333333,0.105039675043925,5.60710009131271
2024-03-08,"_015","Fe2",1.98,"below detection",1.87333333333333,0.105039675043925,5.60710009131271
2024-03-08,"_015","Fe2",1.87,"below detection",1.87333333333333,0.105039675043925,5.60710009131271
2024-03-08,"_016","Fe2",2.03,"below detection",1.67666666666667,0.305995642670502,18.2502371374057
2024-03-08,"_016","Fe2",1.5,"below detection",1.67666666666667,0.305995642670502,18.2502371374057
2024-03-08,"_016","Fe2",1.5,"below detection",1.67666666666667,0.305995642670502,18.2502371374057
2024-03-08,"_017","Fe2",0.97,"below detection",1.18,0.19,16.1016949152542
2024-03-08,"_017","Fe2",1.34,"below detection",1.18,0.19,16.1016949152542
2024-03-08,"_017","Fe2",1.23,"below detection",1.18,0.19,16.1016949152542
2024-03-08,"_018","Fe2",0.97,"below detection",0.94,0.0424264068711928,4.5134475394886
2024-03-08,"_018","Fe2",0.91,"below detection",0.94,0.0424264068711928,4.5134475394886
2024-03-08,"_019","Fe2",2.62,"below detection",2.58333333333333,0.063508529610859,2.4583946946139
2024-03-08,"_019","Fe2",2.62,"below detection",2.58333333333333,0.063508529610859,2.4583946946139
2024-03-08,"_019","Fe2",2.51,"below detection",2.58333333333333,0.063508529610859,2.4583946946139
2024-03-08,"_020","Fe2",2.4,"below detection",2.43666666666667,0.109696551146029,4.50191044374948
2024-03-08,"_020","Fe2",2.56,"below detection",2.43666666666667,0.109696551146029,4.50191044374948
2024-03-08,"_020","Fe2",2.35,"below detection",2.43666666666667,0.109696551146029,4.50191044374948
2024-03-08,"_021","Fe2",2.99,"below detection",2.72333333333333,0.232880512996114,8.5513040267851
2024-03-08,"_021","Fe2",2.56,"below detection",2.72333333333333,0.232880512996114,8.5513040267851
2024-03-08,"_021","Fe2",2.62,"below detection",2.72333333333333,0.232880512996114,8.5513040267851
2024-03-08,"_022","Fe2",1.02,"below detection",1.67666666666667,0.569239258425957,33.9506515959815
2024-03-08,"_022","Fe2",2.03,"below detection",1.67666666666667,0.569239258425957,33.9506515959815
2024-03-08,"_022","Fe2",1.98,"below detection",1.67666666666667,0.569239258425957,33.9506515959815
2024-03-08,"_023","Fe2",2.24,"below detection",1.96,0.247588368062799,12.6320595950408
2024-03-08,"_023","Fe2",1.77,"below detection",1.96,0.247588368062799,12.6320595950408
2024-03-08,"_023","Fe2",1.87,"below detection",1.96,0.247588368062799,12.6320595950408
2024-03-08,"_024","Fe2",2.03,"below detection",1.99333333333333,0.0635085296108588,3.18604663599626
2024-03-08,"_024","Fe2",2.03,"below detection",1.99333333333333,0.0635085296108588,3.18604663599626
2024-03-08,"_024","Fe2",1.92,"below detection",1.99333333333333,0.0635085296108588,3.18604663599626
2024-03-08,"_025","Fe2",1.02,"below detection",1.00333333333333,0.0288675134594813,2.87716080991508
2024-03-08,"_025","Fe2",1.02,"below detection",1.00333333333333,0.0288675134594813,2.87716080991508
2024-03-08,"_025","Fe2",0.97,"below detection",1.00333333333333,0.0288675134594813,2.87716080991508
2024-03-08,"_026","Fe2",1.13,"below detection",0.983333333333333,0.127017059221718,12.916989073395
2024-03-08,"_026","Fe2",0.91,"below detection",0.983333333333333,0.127017059221718,12.916989073395
2024-03-08,"_026","Fe2",0.91,"below detection",0.983333333333333,0.127017059221718,12.916989073395
2024-03-08,"_027","Fe2",0.06,"below detection",0.035,0.0353553390593274,101.015254455221
2024-03-08,"_027","Fe2",0.01,"below detection",0.035,0.0353553390593274,101.015254455221
2024-03-08,"_028","Fe2",2.93,"below detection",2.58,0.308058436014987,11.9402494579452
2024-03-08,"_028","Fe2",2.35,"below detection",2.58,0.308058436014987,11.9402494579452
2024-03-08,"_028","Fe2",2.46,"below detection",2.58,0.308058436014987,11.9402494579452
2024-03-08,"_029","Fe2",3.52,"below detection",3.76666666666667,0.266895734947813,7.08572747649061
2024-03-08,"_029","Fe2",4.05,"below detection",3.76666666666667,0.266895734947813,7.08572747649061
2024-03-08,"_029","Fe2",3.73,"below detection",3.76666666666667,0.266895734947813,7.08572747649061
2024-03-08,"_030","Fe2",3.15,"below detection",2.70333333333333,0.395010548382361,14.6119808279542
2024-03-08,"_030","Fe2",2.56,"below detection",2.70333333333333,0.395010548382361,14.6119808279542
2024-03-08,"_030","Fe2",2.4,"below detection",2.70333333333333,0.395010548382361,14.6119808279542
2024-03-08,"_031","Fe2",2.03,"below detection",2.06666666666667,0.21733231083604,10.5160795565826
2024-03-08,"_031","Fe2",2.3,"below detection",2.06666666666667,0.21733231083604,10.5160795565826
2024-03-08,"_031","Fe2",1.87,"below detection",2.06666666666667,0.21733231083604,10.5160795565826
2024-03-08,"_032","Fe2",2.14,"below detection",2.03,0.11,5.41871921182267
2024-03-08,"_032","Fe2",2.03,"below detection",2.03,0.11,5.41871921182267
2024-03-08,"_032","Fe2",1.92,"below detection",2.03,0.11,5.41871921182267
2024-03-08,"_033","Fe2",1.13,"below detection",1.36,0.200748598998847,14.7609263969741
2024-03-08,"_033","Fe2",1.5,"below detection",1.36,0.200748598998847,14.7609263969741
2024-03-08,"_033","Fe2",1.45,"below detection",1.36,0.200748598998847,14.7609263969741
2024-03-08,"_034","Fe2",0.97,"below detection",1.16333333333333,0.253245598842968,21.768962651258
2024-03-08,"_034","Fe2",1.07,"below detection",1.16333333333333,0.253245598842968,21.768962651258
2024-03-08,"_034","Fe2",1.45,"below detection",1.16333333333333,0.253245598842968,21.768962651258
2024-03-08,"_035","Fe2",0.33,"below detection",0.276666666666667,0.055075705472861,19.9068814962148
2024-03-08,"_035","Fe2",0.22,"below detection",0.276666666666667,0.055075705472861,19.9068814962148
2024-03-08,"_035","Fe2",0.28,"below detection",0.276666666666667,0.055075705472861,19.9068814962148
2024-03-08,"_036","Fe2",0.22,"below detection",0.203333333333333,0.0288675134594813,14.197137766958
2024-03-08,"_036","Fe2",0.22,"below detection",0.203333333333333,0.0288675134594813,14.197137766958
2024-03-08,"_036","Fe2",0.17,"below detection",0.203333333333333,0.0288675134594813,14.197137766958
2024-03-08,"_037","Fe2",0.76,"below detection",0.81,0.05,6.17283950617284
2024-03-08,"_037","Fe2",0.86,"below detection",0.81,0.05,6.17283950617284
2024-03-08,"_037","Fe2",0.81,"below detection",0.81,0.05,6.17283950617284
2024-03-08,"_038","Fe2",0.54,"below detection",0.576666666666667,0.0635085296108588,11.0130398169119
2024-03-08,"_038","Fe2",0.65,"below detection",0.576666666666667,0.0635085296108588,11.0130398169119
2024-03-08,"_038","Fe2",0.54,"below detection",0.576666666666667,0.0635085296108588,11.0130398169119
2024-03-08,"_039","Fe2",0.81,"below detection",0.88,0.166433169770932,18.9128602012423
2024-03-08,"_039","Fe2",0.76,"below detection",0.88,0.166433169770932,18.9128602012423
2024-03-08,"_039","Fe2",1.07,"below detection",0.88,0.166433169770932,18.9128602012423
2024-03-08,"_040","Fe2",0.65,"below detection",0.523333333333333,0.135769412362775,25.9431998145431
2024-03-08,"_040","Fe2",0.54,"below detection",0.523333333333333,0.135769412362775,25.9431998145431
2024-03-08,"_040","Fe2",0.38,"below detection",0.523333333333333,0.135769412362775,25.9431998145431
2024-03-08,"_041","Fe2",0.65,"below detection",0.703333333333333,0.055075705472861,7.8306690245774
2024-03-08,"_041","Fe2",0.7,"below detection",0.703333333333333,0.055075705472861,7.8306690245774
2024-03-08,"_041","Fe2",0.76,"below detection",0.703333333333333,0.055075705472861,7.8306690245774
2024-03-08,"_042","Fe2",0.28,"below detection",0.223333333333333,0.143643076176102,64.3177953027321
2024-03-08,"_042","Fe2",0.06,"below detection",0.223333333333333,0.143643076176102,64.3177953027321
2024-03-08,"_042","Fe2",0.33,"below detection",0.223333333333333,0.143643076176102,64.3177953027321
2024-03-08,"_043","Fe2",0.06,"below detection",0.08,0.0346410161513775,43.3012701892219
2024-03-08,"_043","Fe2",0.06,"below detection",0.08,0.0346410161513775,43.3012701892219
2024-03-08,"_043","Fe2",0.12,"below detection",0.08,0.0346410161513775,43.3012701892219
2024-03-08,"_044","Fe2",0.01,"below detection",0.0633333333333333,0.0923760430703401,145.856910111063
2024-03-08,"_044","Fe2",0.01,"below detection",0.0633333333333333,0.0923760430703401,145.856910111063
2024-03-08,"_044","Fe2",0.17,"below detection",0.0633333333333333,0.0923760430703401,145.856910111063
2024-03-08,"_045","Fe2",5.17,,4.95666666666667,0.279702222610642,5.64295001904457
2024-03-08,"_045","Fe2",5.06,,4.95666666666667,0.279702222610642,5.64295001904457
2024-03-08,"_045","Fe2",4.64,"below detection",4.95666666666667,0.279702222610642,5.64295001904457
2024-03-08,"_046","Fe2",0.65,"below detection",0.596666666666667,0.055075705472861,9.23056516304933
2024-03-08,"_046","Fe2",0.54,"below detection",0.596666666666667,0.055075705472861,9.23056516304933
2024-03-08,"_046","Fe2",0.6,"below detection",0.596666666666667,0.055075705472861,9.23056516304933
2024-03-08,"_047","Fe2",0.7,"below detection",0.7,0,0
2024-03-08,"_047","Fe2",0.7,"below detection",0.7,0,0
2024-03-08,"_047","Fe2",0.7,"below detection",0.7,0,0
2024-03-08,"_048","Fe2",0.38,"below detection",0.273333333333333,0.0923760430703401,33.7961133184171
2024-03-08,"_048","Fe2",0.22,"below detection",0.273333333333333,0.0923760430703401,33.7961133184171
2024-03-08,"_048","Fe2",0.22,"below detection",0.273333333333333,0.0923760430703401,33.7961133184171
2024-03-08,"_049","Fe2",0.38,"below detection",0.433333333333333,0.0923760430703401,21.3175484008477
2024-03-08,"_049","Fe2",0.38,"below detection",0.433333333333333,0.0923760430703401,21.3175484008477
2024-03-08,"_049","Fe2",0.54,"below detection",0.433333333333333,0.0923760430703401,21.3175484008477
2024-03-08,"_050","Fe2",0.33,"below detection",0.4,0.121243556529821,30.3108891324554
2024-03-08,"_050","Fe2",0.33,"below detection",0.4,0.121243556529821,30.3108891324554
2024-03-08,"_050","Fe2",0.54,"below detection",0.4,0.121243556529821,30.3108891324554
2024-03-08,"_051","Fe2",0.22,"below detection",0.47,0.433012701892219,92.1303621047275
2024-03-08,"_051","Fe2",0.97,"below detection",0.47,0.433012701892219,92.1303621047275
2024-03-08,"_051","Fe2",0.22,"below detection",0.47,0.433012701892219,92.1303621047275
2024-03-08,"_052","Fe2",0.28,"below detection",0.223333333333333,0.055075705472861,24.6607636445646
2024-03-08,"_052","Fe2",0.17,"below detection",0.223333333333333,0.055075705472861,24.6607636445646
2024-03-08,"_052","Fe2",0.22,"below detection",0.223333333333333,0.055075705472861,24.6607636445646
2024-03-08,"_053","Fe2",1.82,"below detection",1.48333333333333,0.321299444962691,21.6606367390578
2024-03-08,"_053","Fe2",1.45,"below detection",1.48333333333333,0.321299444962691,21.6606367390578
2024-03-08,"_053","Fe2",1.18,"below detection",1.48333333333333,0.321299444962691,21.6606367390578
2024-03-08,"_054","Fe2",0.97,"below detection",0.896666666666667,0.0808290376865476,9.01439082006106
2024-03-08,"_054","Fe2",0.91,"below detection",0.896666666666667,0.0808290376865476,9.01439082006106
2024-03-08,"_054","Fe2",0.81,"below detection",0.896666666666667,0.0808290376865476,9.01439082006106
2024-03-08,"_055","Fe2",0.38,"below detection",0.436666666666667,0.143643076176102,32.8953609563591
2024-03-08,"_055","Fe2",0.6,"below detection",0.436666666666667,0.143643076176102,32.8953609563591
2024-03-08,"_055","Fe2",0.33,"below detection",0.436666666666667,0.143643076176102,32.8953609563591
2024-03-08,"_056","Fe2",0.01,"below detection",0.0466666666666667,0.0635085296108588,136.089706308983
2024-03-08,"_056","Fe2",0.12,"below detection",0.0466666666666667,0.0635085296108588,136.089706308983
2024-03-08,"_056","Fe2",0.01,"below detection",0.0466666666666667,0.0635085296108588,136.089706308983
2024-03-08,"_057","Fe2",0.22,"below detection",0.22,,
2024-03-08,"_058","Fe2",0.28,"below detection",0.223333333333333,0.055075705472861,24.6607636445646
2024-03-08,"_058","Fe2",0.17,"below detection",0.223333333333333,0.055075705472861,24.6607636445646
2024-03-08,"_058","Fe2",0.22,"below detection",0.223333333333333,0.055075705472861,24.6607636445646
2024-03-08,"_059","Fe2",0.22,"below detection",0.26,0.0346410161513776,13.3234677505298
2024-03-08,"_059","Fe2",0.28,"below detection",0.26,0.0346410161513776,13.3234677505298
2024-03-08,"_059","Fe2",0.28,"below detection",0.26,0.0346410161513776,13.3234677505298
2024-03-08,"_060","Fe2",0.76,"below detection",0.706666666666667,0.0923760430703401,13.0720815665576
2024-03-08,"_060","Fe2",0.76,"below detection",0.706666666666667,0.0923760430703401,13.0720815665576
2024-03-08,"_060","Fe2",0.6,"below detection",0.706666666666667,0.0923760430703401,13.0720815665576
2024-03-08,"_061","Fe2",0.86,"below detection",0.756666666666667,0.137961347243833,18.2327771687884
2024-03-08,"_061","Fe2",0.6,"below detection",0.756666666666667,0.137961347243833,18.2327771687884
2024-03-08,"_061","Fe2",0.81,"below detection",0.756666666666667,0.137961347243833,18.2327771687884
2024-03-08,"_062","Fe2",0.54,"below detection",0.725,0.261629509039023,36.0868288329686
2024-03-08,"_062","Fe2",0.91,"below detection",0.725,0.261629509039023,36.0868288329686
2024-03-08,"_063","Fe2",0.81,"below detection",0.436666666666667,0.402657836547773,92.2117182933832
2024-03-08,"_063","Fe2",0.01,"below detection",0.436666666666667,0.402657836547773,92.2117182933832
2024-03-08,"_063","Fe2",0.49,"below detection",0.436666666666667,0.402657836547773,92.2117182933832
2024-03-08,"_064","Fe2",0.12,"below detection",0.065,0.0777817459305202,119.664224508493
2024-03-08,"_064","Fe2",0.01,"below detection",0.065,0.0777817459305202,119.664224508493
2024-03-08,"_065","Fe2",0.01,"below detection",0.01,,
2024-03-08,"_068","Fe2",0.33,"below detection",0.346666666666667,0.0288675134594813,8.32716734408114
2024-03-08,"_068","Fe2",0.38,"below detection",0.346666666666667,0.0288675134594813,8.32716734408114
2024-03-08,"_068","Fe2",0.33,"below detection",0.346666666666667,0.0288675134594813,8.32716734408114
2024-03-08,"_069","Fe2",0.33,"below detection",0.473333333333333,0.248260615751539,52.4494258630012
2024-03-08,"_069","Fe2",0.76,"below detection",0.473333333333333,0.248260615751539,52.4494258630012
2024-03-08,"_069","Fe2",0.33,"below detection",0.473333333333333,0.248260615751539,52.4494258630012
2024-03-08,"_070","Fe2",0.33,"below detection",0.33,0.05,15.1515151515151
2024-03-08,"_070","Fe2",0.28,"below detection",0.33,0.05,15.1515151515151
2024-03-08,"_070","Fe2",0.38,"below detection",0.33,0.05,15.1515151515151
2024-03-08,"_071","Fe2",0.28,"below detection",0.313333333333333,0.0577350269189626,18.4260724209455
2024-03-08,"_071","Fe2",0.28,"below detection",0.313333333333333,0.0577350269189626,18.4260724209455
2024-03-08,"_071","Fe2",0.38,"below detection",0.313333333333333,0.0577350269189626,18.4260724209455
2024-03-08,"_072","Fe2",0.33,"below detection",0.313333333333333,0.0288675134594813,9.21303621047275
2024-03-08,"_072","Fe2",0.33,"below detection",0.313333333333333,0.0288675134594813,9.21303621047275
2024-03-08,"_072","Fe2",0.28,"below detection",0.313333333333333,0.0288675134594813,9.21303621047275
2024-03-08,"_075","Fe2",0.44,"below detection",0.333333333333333,0.0923760430703401,27.712812921102
2024-03-08,"_075","Fe2",0.28,"below detection",0.333333333333333,0.0923760430703401,27.712812921102
2024-03-08,"_075","Fe2",0.28,"below detection",0.333333333333333,0.0923760430703401,27.712812921102
2024-03-08,"_076","Fe2",0.38,"below detection",0.346666666666667,0.0288675134594813,8.32716734408114
2024-03-08,"_076","Fe2",0.33,"below detection",0.346666666666667,0.0288675134594813,8.32716734408114
2024-03-08,"_076","Fe2",0.33,"below detection",0.346666666666667,0.0288675134594813,8.32716734408114
2024-03-08,"_077","Fe2",0.28,"below detection",0.28,0,0
2024-03-08,"_077","Fe2",0.28,"below detection",0.28,0,0
2024-03-08,"_077","Fe2",0.28,"below detection",0.28,0,0
2024-03-08,"_078","Fe2",0.33,"below detection",0.47,0.342198772645373,72.8082494990156
2024-03-08,"_078","Fe2",0.22,"below detection",0.47,0.342198772645373,72.8082494990156
2024-03-08,"_078","Fe2",0.86,"below detection",0.47,0.342198772645373,72.8082494990156
2024-03-08,"_079","Fe2",0.33,"below detection",0.293333333333333,0.0635085296108588,21.650635094611
2024-03-08,"_079","Fe2",0.33,"below detection",0.293333333333333,0.0635085296108588,21.650635094611
2024-03-08,"_079","Fe2",0.22,"below detection",0.293333333333333,0.0635085296108588,21.650635094611
2024-03-08,"_080","Fe2",0.22,"below detection",0.293333333333333,0.0808290376865476,27.5553537567776
2024-03-08,"_080","Fe2",0.28,"below detection",0.293333333333333,0.0808290376865476,27.5553537567776
2024-03-08,"_080","Fe2",0.38,"below detection",0.293333333333333,0.0808290376865476,27.5553537567776
2024-03-08,"_081","Fe2",0.06,"below detection",0.06,,
2024-03-08,"_082","Fe2",0.38,"below detection",0.38,0,0
2024-03-08,"_082","Fe2",0.38,"below detection",0.38,0,0
2024-03-08,"_082","Fe2",0.38,"below detection",0.38,0,0
2024-03-08,"_083","Fe2",0.86,"below detection",0.896666666666667,0.158219257150744,17.6452703142094
2024-03-08,"_083","Fe2",0.76,"below detection",0.896666666666667,0.158219257150744,17.6452703142094
2024-03-08,"_083","Fe2",1.07,"below detection",0.896666666666667,0.158219257150744,17.6452703142094
2024-03-08,"_084","Fe2",0.81,"below detection",0.88,0.121243556529821,13.7776768783888
2024-03-08,"_084","Fe2",1.02,"below detection",0.88,0.121243556529821,13.7776768783888
2024-03-08,"_084","Fe2",0.81,"below detection",0.88,0.121243556529821,13.7776768783888
2024-03-08,"_085","Fe2",0.65,"below detection",0.703333333333333,0.055075705472861,7.8306690245774
2024-03-08,"_085","Fe2",0.76,"below detection",0.703333333333333,0.055075705472861,7.8306690245774
2024-03-08,"_085","Fe2",0.7,"below detection",0.703333333333333,0.055075705472861,7.8306690245774
2024-03-08,"_086","Fe2",0.97,"below detection",0.843333333333333,0.135769412362775,16.0991398058627
2024-03-08,"_086","Fe2",0.86,"below detection",0.843333333333333,0.135769412362775,16.0991398058627
2024-03-08,"_086","Fe2",0.7,"below detection",0.843333333333333,0.135769412362775,16.0991398058627
2024-03-08,"_087","Fe2",1.02,"below detection",0.983333333333333,0.109696551146029,11.1555814724775
2024-03-08,"_087","Fe2",0.86,"below detection",0.983333333333333,0.109696551146029,11.1555814724775
2024-03-08,"_087","Fe2",1.07,"below detection",0.983333333333333,0.109696551146029,11.1555814724775
2024-03-08,"_088","Fe2",0.86,"below detection",0.826666666666667,0.0577350269189626,6.98407583697128
2024-03-08,"_088","Fe2",0.76,"below detection",0.826666666666667,0.0577350269189626,6.98407583697128
2024-03-08,"_088","Fe2",0.86,"below detection",0.826666666666667,0.0577350269189626,6.98407583697128
2024-03-08,"_091","Fe2",0.7,"below detection",0.72,0.0346410161513776,4.81125224324689
2024-03-08,"_091","Fe2",0.76,"below detection",0.72,0.0346410161513776,4.81125224324689
2024-03-08,"_091","Fe2",0.7,"below detection",0.72,0.0346410161513776,4.81125224324689
2024-03-08,"_092","Fe2",0.65,"below detection",0.9,0.342198772645373,38.0220858494859
2024-03-08,"_092","Fe2",0.76,"below detection",0.9,0.342198772645373,38.0220858494859
2024-03-08,"_092","Fe2",1.29,"below detection",0.9,0.342198772645373,38.0220858494859
2024-03-08,"_093","Fe2",0.65,"below detection",0.703333333333333,0.055075705472861,7.8306690245774
2024-03-08,"_093","Fe2",0.7,"below detection",0.703333333333333,0.055075705472861,7.8306690245774
2024-03-08,"_093","Fe2",0.76,"below detection",0.703333333333333,0.055075705472861,7.8306690245774
2024-03-08,"_094","Fe2",0.76,"below detection",0.916666666666667,0.229419557434263,25.0275880837378
2024-03-08,"_094","Fe2",0.81,"below detection",0.916666666666667,0.229419557434263,25.0275880837378
2024-03-08,"_094","Fe2",1.18,"below detection",0.916666666666667,0.229419557434263,25.0275880837378
2024-03-08,"_095","Fe2",0.91,"below detection",1.07333333333333,0.143643076176102,13.3828952959101
2024-03-08,"_095","Fe2",1.18,"below detection",1.07333333333333,0.143643076176102,13.3828952959101
2024-03-08,"_095","Fe2",1.13,"below detection",1.07333333333333,0.143643076176102,13.3828952959101
2024-03-08,"_096","Fe2",0.76,"below detection",0.88,0.13114877048604,14.9032693734136
2024-03-08,"_096","Fe2",0.86,"below detection",0.88,0.13114877048604,14.9032693734136
2024-03-08,"_096","Fe2",1.02,"below detection",0.88,0.13114877048604,14.9032693734136
2024-03-08,"_099","Fe2",0.38,"below detection",0.4,0.0346410161513775,8.66025403784439
2024-03-08,"_099","Fe2",0.44,"below detection",0.4,0.0346410161513775,8.66025403784439
2024-03-08,"_099","Fe2",0.38,"below detection",0.4,0.0346410161513775,8.66025403784439
2024-03-08,"_100","Fe2",0.38,"below detection",0.486666666666667,0.18475208614068,37.9627574261672
2024-03-08,"_100","Fe2",0.7,"below detection",0.486666666666667,0.18475208614068,37.9627574261672
2024-03-08,"_100","Fe2",0.38,"below detection",0.486666666666667,0.18475208614068,37.9627574261672
